DOI,PREFIX,ISSN,type,publisher,title,date,reference-count,alt title,score
10.14738/abr.712.7616,10.14738,2054-7404,journal-article,Scholar Publishing,Archives of Business Research,2020/1/18,0,Effect of viewership and information on materialism and compulsive buying behavior- A comparative study of television and digital advertising,3.8240283
10.1002/tal.1636,10.1002,1541-7794,journal-article,Wiley,The Structural Design of Tall and Special Buildings,2020/1/18,0,Issue Information,4.4303546
10.1007/978-3-030-37417-4_2,10.1007,n/a,book-chapter,Springer International Publishing,Modern TRIZ Modeling in Master Programs,2020/1/18,0,"Information Comprehension, Structuring and Formatting at MTRIZ Modeling",3.8240283
10.33578/pjr.v4i1.7863,10.33578,2614-1337,journal-article,Program Studi PGSD FKIP Universitas Riau,JURNAL PAJAR (Pendidikan dan Pengajaran),2020/1/18,0,Writing Literacy As An Effort To Build Positive Character Of Elementary School Students,6.859384
10.1002/ces2.10037,10.1002,2578-3270,journal-article,Wiley,International Journal of Ceramic Engineering & Science,2020/1/18,0,Issue Information,4.4303546
10.1002/mma.5731,10.1002,0170-4214,journal-article,Wiley,Mathematical Methods in the Applied Sciences,2020/1/18,0,Issue Information,4.4303546
10.1111/1365-2478.12813,10.1111,0016-8025,journal-article,Wiley,Geophysical Prospecting,2020/2/19,0,Issue Information,4.8986945
10.1111/apha.13304,10.1111,1748-1708,journal-article,Wiley,Acta Physiologica,2020/1/18,0,Issue Information,4.8986945
10.1007/978-3-030-39459-2_5,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,10,SMT-LIB Theory of Nominative Data,4.561547
10.1007/978-3-030-39459-2_3,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,20,Expressibility in the Kleene Algebra of Partial Predicates with the Complement Composition,4.561547
10.1007/978-3-030-39459-2_1,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,23,Automated Design of Parallel Programs for Heterogeneous Platforms Using Algebra-Algorithmic Tools,4.561547
10.1007/978-3-030-39459-2_6,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,37,Intelligent Support of the Business Process Model Analysis and Improvement Method,4.561547
10.1007/978-3-030-39459-2_16,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,20,Our Approach to Formal Verification of Token Economy Models,4.561547
10.1007/978-3-030-39459-2_14,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,20,Multi-fragmental Markov’s Models for Safety Assessment of NPP I&C System Considering Migration of Hidden Failures,4.044722
10.1007/978-3-030-39459-2_7,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,56,The Use of Analogy to Simplify the Mathematical Description of the Didactical Process,4.561547
10.1007/978-3-030-39459-2_12,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,69,Short-Term Electricity Price Forecasting: Deep ANN vs GAM,4.561547
10.1007/978-3-030-39459-2_2,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,50,Optimized Term Extraction Method Based on Computing Merged Partial C-Values,4.561547
10.1007/978-3-030-39459-2_9,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,20,System for Testing Physics Knowledge,4.561547
10.1007/978-3-030-39459-2_10,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,31,Digital Learning Environment of Ukrainian Universities: The Main Components to Influence the Competence of Students and Teachers,4.044722
10.1007/978-3-030-39459-2_8,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/23,64,Developing a Mobile Augmented Reality Application for Enhancing Early Literacy Skills,10.040542
10.1007/978-3-030-39459-2_13,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,29,Model of Functional Behavior of Healthcare Internet of Things Device Using Erlang Phase Method,4.561547
10.1007/978-3-030-39459-2_19,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,25,Cluster Analysis of Countries Inequality Due to IT Development Through Macros Application,4.561547
10.1007/978-3-030-39459-2_18,10.1007,1865-0929,book-chapter,Springer International Publishing,"Information and Communication Technologies in Education, Research, and Industrial Applications",2020/2/20,18,Simulation as a Method for Asymptotic System Behavior Identification (e.g. Water Frog Hemiclonal Population Systems),4.044722
10.31046/tcbv27no4_1573,10.31046,1548-8497,journal-article,American Theological Library Association,Theology Cataloging Bulletin,2020/1/18,0,Title Page Information,4.8986945
10.1111/jspn.12243,10.1111,1539-0136,journal-article,Wiley,Journal for Specialists in Pediatric Nursing,2020/1/18,0,Issue Information,4.4303546
10.1002/btm2.10132,10.1002,2380-6761,journal-article,Wiley,Bioengineering & Translational Medicine,2020/1/25,0,Issue Information – Table of Contents,4.4303546
10.1007/978-3-030-38965-9_14,10.1007,2213-8684,book-chapter,Springer International Publishing,Proceedings of NetSci-X 2020: Sixth International Winter School and Conference on Network Science,2020/3/10,17,How to Collect Private Signals in Information Cascade: An Empirical Study,3.0544772
10.1007/978-3-030-38666-5_4,10.1007,2523-3440,book-chapter,Springer International Publishing,TRANSBALTICA XI: Transportation Science and Technology,2020/2/7,11,Influence of the Information Disruptions in A-CDM System on the Time of Readiness for Take-off,3.0544772
10.18576/amis/1401,10.18576,1935-0090,journal-issue,Natural Sciences Publishing,Applied Mathematics & Information Sciences,2020/1/29,0,n/a,5.2595572
10.18576/amis/140103,10.18576,1935-0090,journal-article,Natural Sciences Publishing,Applied Mathematics & Information Sciences,2020/1/19,0,Modeling of Network Packet Switches Using Matrix Analysis,4.4303546
10.18576/amis/140104,10.18576,1935-0090,journal-article,Natural Sciences Publishing,Applied Mathematics & Information Sciences,2020/1/19,0,Effects of Slip Velocity and Hall Currents on Peristaltic Transport of Bingham-Papanastasiou Fluid with Heat Transfer,3.8240283
10.31525/ct1-nct04232761,10.31525,2643-4652,journal-article,Case Journals,Case Medical Research,2020/1/19,0,"Study to Gather Information on the Safety and How Radium-223 Dichloride, an Alpha Particle-emitting Radioactive Agent, Works Under Routine Clinical Practice in Taiwan in Patients With Castration-resistant Prostate Cancer (CRPC) Which Has Spread to the Bone",3.0544772
10.18576/amis/140106,10.18576,1935-0090,journal-article,Natural Sciences Publishing,Applied Mathematics & Information Sciences,2020/1/19,0,Some Properties of Co-Cohen-Macaulay Modules in the Theory of the Edge Ideal of a Graph Simple,3.8240283
10.18576/amis/140107,10.18576,1935-0090,journal-article,Natural Sciences Publishing,Applied Mathematics & Information Sciences,2020/1/19,0,On the Qualitative Analyses of Integro-Differential Equations with Constant Time Lag,3.8240283
10.31525/ct1-nct04232735,10.31525,2643-4652,journal-article,Case Journals,Case Medical Research,2020/1/19,0,Evidence Based Information Provision to Improve Decision Making After Oesophagogastric Cancer Diagnosis (SOURCE),4.4303546
10.18576/amis/140108,10.18576,1935-0090,journal-article,Natural Sciences Publishing,Applied Mathematics & Information Sciences,2020/1/19,0,Speech Emotion Recognition For Kazakh And Russian Languages,4.4303546
10.18576/amis/140109,10.18576,1935-0090,journal-article,Natural Sciences Publishing,Applied Mathematics & Information Sciences,2020/1/19,0,Stability Analysis of a Waterborne Infectious Disease Model with Infectious Saturation Effect on Bacterial Disease Transmission,3.8240283
10.18576/amis/140111,10.18576,1935-0090,journal-article,Natural Sciences Publishing,Applied Mathematics & Information Sciences,2020/1/19,0,Isomorphism Theorem for Neutrosophic Submodules,4.4303546
10.18576/amis/140110,10.18576,1935-0090,journal-article,Natural Sciences Publishing,Applied Mathematics & Information Sciences,2020/1/19,0,"On Construction and Performance Evaluation of (4096, 815, 3162) Hermitian Code",3.8240283
10.18576/amis/140112,10.18576,1935-0090,journal-article,Natural Sciences Publishing,Applied Mathematics & Information Sciences,2020/1/19,0,An Improved Trust and Certificate Aided Secure Communication (TCASC) Scheme for Cluster-based VANET,3.8240283
10.18576/amis/140113,10.18576,1935-0090,journal-article,Natural Sciences Publishing,Applied Mathematics & Information Sciences,2020/1/19,0,Certain Mathematical Investigations on Prenatal Down Syndrome Detection using ANFIS Classification Approach,3.8240283
10.20965/jaciii.2020.p0101,10.20965,1883-8014,journal-article,Fuji Technology Press Ltd.,Journal of Advanced Computational Intelligence and Intelligent Informatics,2020/1/19,22,Learning Effects of Robots Teaching Based on Cognitive Apprenticeship Theory,2.1288822
10.1002/cnm.3299,10.1002,2040-7939,journal-article,Wiley,International Journal for Numerical Methods in Biomedical Engineering,2020/2/4,0,Issue Information,4.4303546
10.1002/oca.2517,10.1002,0143-2087,journal-article,Wiley,Optimal Control Applications and Methods,2020/1/20,0,Issue Information,4.4303546
10.1111/gtc.12688,10.1111,1356-9597,journal-article,Wiley,Genes to Cells,2020/1/20,0,Issue Information,4.8986945
10.1002/jmr.2789,10.1002,0952-3499,journal-article,Wiley,Journal of Molecular Recognition,2020/1/20,0,Issue Information,4.8986945
10.1080/24750158.2019.1686571,10.1080,2475-0158,journal-article,Informa UK Limited,Journal of the Australian Library and Information Association,2020/3/2,68,Checking the Pulse of LGBTIQ+ Inclusion and Representation in the Academic Library: A Literature Review,4.561547
10.5539/cis.v13n1p80,10.5539,1913-8997,journal-article,Canadian Center of Science and Education,Computer and Information Science,2020/1/31,0,Multi-Channel Similarity Based Compression,4.8986945
10.5539/cis.v13n1p90,10.5539,1913-8997,journal-article,Canadian Center of Science and Education,Computer and Information Science,2020/1/31,0,The Impact of Information Technology on Information System Effectiveness in Jordanian Telecommunication Companies,6.203175
10.1002/aps3.11318,10.1002,2168-0450,journal-article,Wiley,Applications in Plant Sciences,2020/1/23,45,"A new model for efficient, need‐driven progress in generating primary biodiversity information resources",3.0544772
10.1002/chir.23089,10.1002,0899-0042,journal-article,Wiley,Chirality,2020/1/20,0,Issue Information,5.2595572
10.1111/vde.12765,10.1111,0959-4493,journal-article,Wiley,Veterinary Dermatology,2020/4/24,0,Issue Information,4.8986945
10.1002/pip.3157,10.1002,1062-7995,journal-article,Wiley,Progress in Photovoltaics: Research and Applications,2020/1/20,0,Issue Information,4.4303546
10.1002/ejsp.2661,10.1002,0046-2772,journal-article,Wiley,European Journal of Social Psychology,2020/1/20,0,Issue Information,4.4303546
10.1111/jai.13942,10.1111,0175-8659,journal-article,Wiley,Journal of Applied Ichthyology,2020/1/20,0,Issue Information,4.4303546
10.1111/jfd.13029,10.1111,0140-7775,journal-article,Wiley,Journal of Fish Diseases,2020/1/20,0,Issue Information,4.8986945
10.1002/2050-7038.12076,10.1002,2050-7038,journal-article,Wiley,International Transactions on Electrical Energy Systems,2020/1/20,0,Issue Information,4.4303546
10.20913/2618-7515-2019-4-7-18,10.20913,2618-7515,journal-article,State Public Scientific Technological Library SB RAS,Proceedings of SPSTL SB RAS,2020/1/20,0,"INTERNATIONAL SCIENTIFIC-PRACTICAL CONFERENCE «SCIENCE, TECHNOLOGY AND INFORMATION IN LIBRARIES (LIBWAY-2019)», 17–19 SEPTEMBER, IRKUTSK",2.6081603
10.20913/2618-7515-2019-4-63-67,10.20913,2618-7515,journal-article,State Public Scientific Technological Library SB RAS,Proceedings of SPSTL SB RAS,2020/1/20,9,PROBLEMS OF SEARCH FOR INFORMATION IN ELECTRONIC CATALOGS OF LIBRARIES OF VARIOUS TYPES,4.4303546
10.20913/2618-7515-2019-4-68-73,10.20913,2618-7515,journal-article,State Public Scientific Technological Library SB RAS,Proceedings of SPSTL SB RAS,2020/1/20,10,INFORMATION SUPPORT FOR SCIENTISTS OF SCIENTIFIC CENTERS OF AGRICULTURAL PROFILE OF SIBERIA (1971–2019),3.8240283
10.20913/2618-7515-2019-4-101-106,10.20913,2618-7515,journal-article,State Public Scientific Technological Library SB RAS,Proceedings of SPSTL SB RAS,2020/1/20,0,"NEW PRIORITIES OF BOOK CULTURE OF THE INFORMATION SOCIETY: SUPPORTING BOOKS, READING AND CHILDHOOD (RESULTS OF THE III REGIONAL BOOK FORUM, SEPTEMBER 12–13, 2019)",3.8240283
10.20913/2618-7515-2019-4-89-95,10.20913,2618-7515,journal-article,State Public Scientific Technological Library SB RAS,Proceedings of SPSTL SB RAS,2020/1/20,20,TUVA СULTURAL HERITAGE: THE RESULTS OF ANALYSIS OF INFORMATION ARRAYS IN FOREIGN AND DOMESTIC DATABASES,3.8240283
10.1002/capr.12237,10.1002,1473-3145,journal-article,Wiley,Counselling and Psychotherapy Research,2020/1/20,0,Issue Information,4.4303546
10.1080/0144929x.2019.1711454,10.1080,0144-929X,journal-article,Informa UK Limited,Behaviour & Information Technology,2020/1/20,57,Mining Facebook data for Quality of Life assessment,5.3682075
10.1111/myc.12933,10.1111,0933-7407,journal-article,Wiley,Mycoses,2020/2/17,0,Issue Information,4.8986945
10.1017/atsip.2019.25,10.1017,2048-7703,journal-article,Cambridge University Press (CUP),APSIPA Transactions on Signal and Information Processing,2020/1/20,20,Learning priors for adversarial autoencoders,5.3682075
10.1111/joim.12934,10.1111,0954-6820,journal-article,Wiley,Journal of Internal Medicine,2020/1/20,0,Issue Information,4.4303546
